bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.0878042,0.0899088,0.0865728,0.0980393,0.0904051,0.0968882,0.122515,0.0856793,0.0949017,0.0898302,0.117066,0.0916271,0.0904243,0.084115,0.0858048,0.105974,0.0949311,4993,5213,4861,4496,4904,4889,3802,4770,5027,4874,4132,4683,4711,4838,5026,4418,4807
5623,10000,7498.67,0.0833276,0.0846577,0.0837136,0.0941946,0.0864996,0.0902035,0.117538,0.08265,0.0870707,0.0885363,0.113106,0.0883695,0.0860208,0.0801689,0.0804494,0.103938,0.0928187,8704,9268,8624,7904,8709,8743,6682,8416,8874,8800,7095,8229,8447,8560,8950,7661,8504
10000,17783,13335.3,0.049674,0.0756155,0.0569851,0.113511,0.104615,0.0617831,0.120829,0.0704448,0.091692,0.09466,0.129103,0.0897608,0.0973356,0.05541,0.0918757,0.131662,0.0798781,33,40,28,21,36,35,16,32,35,34,18,28,33,36,28,34,34
17783,31623,23714,0.0685643,0.0983018,0.0916281,0.0639661,0.0781501,0.0702441,0.0698588,0.0573055,0.118482,0.0657737,0.0850865,0.0949052,0.0741782,0.0822445,0.0469525,0.098827,0.0517453,39,34,39,39,37,38,37,32,38,37,37,36,35,33,44,30,36
31623,56234,42169.7,0.0943689,0.0832701,0.0709937,0.112587,0.0814409,0.0998661,0.105356,0.0695974,0.103676,0.0705813,0.12921,0.0690572,0.105815,0.0800745,0.0837655,0.0719111,0.0863318,76,92,84,80,83,85,60,85,82,85,68,80,83,84,85,74,81
56234,100000,74989.3,0.0806736,0.079987,0.0904115,0.0938736,0.0834953,0.0798134,0.112767,0.0872422,0.0942517,0.0671142,0.100058,0.0993298,0.0719883,0.0616379,0.0732062,0.0780926,0.0732765,135,138,127,119,128,126,102,123,141,121,107,125,123,123,133,116,127
100000,177828,133352,0.0896548,0.0859466,0.0752199,0.095162,0.0799852,0.0691745,0.0969036,0.0989139,0.0682086,0.0843622,0.100977,0.0666124,0.0984937,0.0782628,0.0971844,0.101069,0.0777991,214,237,217,194,223,216,165,214,219,226,182,210,212,224,222,186,216
177828,316228,237137,0.0914489,0.0871314,0.0734954,0.0896902,0.0737854,0.0745351,0.106666,0.0739304,0.064461,0.0755157,0.120477,0.090699,0.0751767,0.0843836,0.0876716,0.0980615,0.0833129,335,361,340,320,342,340,258,328,352,332,286,318,328,338,348,295,329
316228,562341,421697,0.0788159,0.0680419,0.0696786,0.075337,0.0800639,0.0756654,0.11604,0.0781527,0.0878566,0.0697547,0.115593,0.0809874,0.0697086,0.0865433,0.0870381,0.0891259,0.0808076,443,475,447,413,453,445,344,431,462,443,373,431,430,450,465,387,440
562341,1000000,749894,0.0728194,0.0887594,0.0714479,0.0701839,0.0710929,0.0794195,0.121772,0.0893237,0.0724423,0.0789554,0.0977551,0.0807469,0.0897541,0.0698364,0.0760749,0.0940341,0.0896121,321,337,315,302,299,314,245,298,327,322,256,314,299,311,329,314,337
