bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.0939208,0.110591,0.094843,0.0870058,0.087681,0.0874381,0.121487,0.0881431,0.0885357,0.0915977,0.127196,0.0927927,0.0906319,0.098018,0.0880689,0.0850659,0.0883955,4713,4495,4884,5059,4932,5015,3892,5124,5017,4754,3956,5010,4897,4715,5089,4924,5040
5623,10000,7498.67,0.0912363,0.103773,0.088519,0.0841269,0.0804165,0.0851958,0.1179,0.0857274,0.0821608,0.0858972,0.121546,0.0896321,0.0833129,0.0900009,0.0821131,0.0825449,0.0835362,8333,7986,8626,9100,8808,9059,6921,9126,9024,8592,7178,9123,8761,8481,9235,9010,8775
10000,17783,13335.3,0.118652,0.0561226,0.0906473,0.100326,0.10269,0.0981876,0.0936122,0.127223,0.077133,0.0472543,0.141302,0.0715482,0.0779949,0.129974,0.0640094,0.074393,0.0491606,30,29,27,33,29,33,18,37,34,32,20,39,33,30,34,35,34
17783,31623,23714,0.0987226,0.12808,0.0998195,0.0849325,0.0804942,0.0799666,0.0914165,0.110101,0.0937431,0.0381586,0.137931,0.093349,0.0666586,0.0979289,0.0835185,0.0922497,0.0443771,32,32,38,36,39,39,37,33,39,36,35,31,39,32,39,32,34
31623,56234,42169.7,0.0889293,0.0916444,0.0624762,0.103877,0.0821092,0.0667391,0.138115,0.10235,0.0754431,0.0703194,0.0926016,0.086103,0.0830939,0.0762108,0.0635457,0.0919096,0.0706018,86,79,88,93,88,85,61,94,85,85,70,96,85,85,90,87,86
56234,100000,74989.3,0.0865057,0.0713609,0.0682097,0.0675316,0.0689913,0.072739,0.102659,0.0950864,0.077707,0.0717604,0.106047,0.0880072,0.0892478,0.0669853,0.084586,0.078855,0.0756639,119,117,127,129,127,133,108,133,128,123,110,120,118,124,128,134,127
100000,177828,133352,0.0825709,0.0952704,0.0787641,0.06761,0.0782312,0.0684121,0.0968686,0.072797,0.0709248,0.0657519,0.139963,0.0785251,0.0720789,0.106195,0.0634267,0.0837121,0.0688004,202,197,212,217,223,222,170,230,224,216,175,230,221,205,227,221,219
177828,316228,237137,0.0736449,0.0916412,0.0860098,0.080286,0.0710365,0.0877804,0.0949721,0.0817545,0.0824654,0.0906395,0.10347,0.0897788,0.0780045,0.0854681,0.066196,0.0709847,0.0767522,323,316,335,357,345,350,271,359,347,332,280,351,330,319,352,345,331
316228,562341,421697,0.0866989,0.0911228,0.0767882,0.0772279,0.0767177,0.0750507,0.113395,0.0886363,0.0725706,0.0750849,0.121279,0.0896293,0.078644,0.0833153,0.0783231,0.063891,0.0793198,428,416,441,454,459,468,362,477,454,448,364,464,449,428,473,455,448
562341,1000000,749894,0.0792078,0.0855131,0.0773404,0.0707604,0.0712997,0.0716005,0.117713,0.0735501,0.0861862,0.0740222,0.12349,0.0680141,0.0882264,0.0934413,0.0783308,0.0961262,0.0686796,322,301,330,335,344,325,250,350,344,325,274,325,323,319,370,345,319
