job_id,iteration,m,total_migration,pop,numClusters,mutation_rate,recombination_rate,pi_loss,fst_loss,ld_loss,ibd_loss,dxy_loss,genrel_loss
125,0,1.9554866082624972e-05,0.062186252612421444,7681.67748715892,3.0,4.616128516091325e-07,2.75e-06,0.021080969866839643,0.010631828850040373,0.011725095784814898,0.0005655691185788284,0.0001985431435793415,1.7004234374832074e-05
125,1,0.0014455805016103326,0.258568968223335,20747.7419641263,1.0,4.650660595705642e-07,2.75e-06,0.025361517107793195,0.014649844270690224,0.013564054096380248,0.005881162175080441,0.00015636664269634475,4.8214502988358676e-05
125,2,9.742368204195326e-06,0.19194129103163204,18411.686663591456,2.0,4.6869964240643476e-07,2.75e-06,0.027077641663126133,0.006006461304311223,0.014354411804884568,0.0005060077346066191,0.00013542920236187154,3.1780081996366264e-05
126,0,2.7263238982496423e-05,0.04242071697158573,18063.775834079854,2.0,4.663732456484558e-07,2.75e-06,0.020949930744420187,0.006526845151507908,0.013389616263555023,0.0004544263439215914,0.0001781497933500646,2.8807406075379144e-05
126,1,3.5077986267630055e-05,0.1314565230844362,24654.825984292216,2.0,4.6318898370329926e-07,2.75e-06,0.029959018536877557,0.005893401462576687,0.015100137257559473,0.00048715241508406475,0.00013961809003615,3.185259817019102e-05
126,2,6.295519916532797e-05,0.09992931007047995,21971.477303304157,2.0,4.6564109001480785e-07,2.75e-06,0.02334046790873082,0.005544473414198915,0.013871462763287682,0.0006281202115553493,0.00014813803828614454,3.124047045072754e-05
127,0,0.0006241425271542025,0.1308296099495883,23004.340280147288,3.0,4.577418400755274e-07,2.75e-06,0.025702268801153744,0.014153191121881367,0.013487670865377688,0.00955290640134761,0.00022684580745054774,5.976147291142305e-05
127,1,0.0002824732402996504,0.258161341049724,4419.379516593794,3.0,4.5993738447080454e-07,2.75e-06,0.04994155094815635,0.033496963830165975,0.010306156559859829,0.03823659809012795,0.0002947525019196518,0.000562005872343337
127,2,1.139872980783051e-05,0.14924595232106136,4246.003165909533,3.0,4.6518601058752913e-07,2.75e-06,0.022045166849048364,0.007957665894261112,0.011448982792671323,0.0005488821435359002,0.00026067578996112796,1.6177112373217906e-05
128,0,0.00011779052378577014,0.07367812320992587,4879.3352743265805,1.0,4.752270959355827e-07,2.75e-06,0.02694748849925031,0.015046581078747833,0.01145891616137755,0.011879389952443406,0.00018354534121595154,0.00014456789035647048
128,1,0.00023847962180057418,0.10111623249497688,3058.0155687929755,3.0,4.7520607747504434e-07,2.75e-06,0.06021678346325895,0.05916527759662058,0.004289502940304099,0.05666479336839821,0.00024173193577988936,0.0009489022676744599
128,2,3.663244421131006e-05,0.16698196534541807,8498.78415825988,2.0,4.567697958767305e-07,2.75e-06,0.0209234995287278,0.005631112666297425,0.013679635916939145,0.0004977739967192834,0.00023246177339908967,2.8767773114665038e-05
129,0,0.0004924336486364934,0.18777163370202019,12817.450017605193,2.0,4.7734530189661e-07,2.75e-06,0.03677671926229304,0.015117331140850893,0.013537607040658936,0.011461359955691447,0.0003279444244607349,0.00010763694296458406
