bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.10774,0.131787,0.106366,0.107117,0.107936,0.09797,0.145621,0.103472,0.0981773,0.0951759,0.137382,0.104452,0.108186,0.0921311,0.100977,0.110945,0.115905,4129,3795,4137,4378,4088,4109,3401,4291,4172,4635,3407,4392,4201,4393,4392,4321,4091
5623,10000,7498.67,0.100381,0.120907,0.0989542,0.0965852,0.0994434,0.0899812,0.13367,0.100706,0.0951486,0.0864202,0.126078,0.0916977,0.104869,0.0828501,0.090957,0.102633,0.104973,7190,6680,7317,7705,7193,7308,5874,7583,7512,8177,6036,7731,7522,7724,7840,7463,7178
10000,17783,13335.3,0.0499549,0.187686,0.121059,0.0746321,0.077282,0.0882003,0.0387377,0.107215,0.0863282,0.143614,0.0782516,0.104933,0.168411,0.144389,0.0476593,0.113801,0.138406,18,12,17,20,16,17,7,25,23,26,11,22,23,27,25,20,17
17783,31623,23714,0.0588328,0.104924,0.075909,0.0607322,0.100272,0.0771678,0.130351,0.104584,0.09104,0.0853695,0.150586,0.0523833,0.106835,0.0838988,0.0705723,0.0674055,0.140089,37,41,37,38,37,36,41,33,36,35,38,36,34,33,35,36,37
31623,56234,42169.7,0.0742052,0.108363,0.0852715,0.0682642,0.0859771,0.0915813,0.109564,0.108591,0.0829099,0.0754204,0.0923323,0.110532,0.108854,0.101796,0.0833611,0.103341,0.147501,65,59,72,79,68,68,51,70,70,80,54,75,70,75,78,72,68
56234,100000,74989.3,0.0884451,0.137143,0.0819648,0.0879413,0.0848056,0.0848501,0.134708,0.0895289,0.0961639,0.0753581,0.0965941,0.105224,0.101143,0.0730972,0.0832764,0.0936656,0.0846216,113,102,111,110,108,110,88,115,109,119,90,117,113,118,115,109,106
100000,177828,133352,0.0833812,0.0994689,0.0697986,0.0969367,0.0902808,0.0922691,0.120132,0.0911173,0.0952788,0.0717602,0.129073,0.0810528,0.103393,0.0863586,0.0719057,0.0918597,0.101085,181,166,187,196,180,180,149,188,189,194,160,192,183,198,191,188,182
177828,316228,237137,0.080464,0.103845,0.0792246,0.0668446,0.0968719,0.0909626,0.106664,0.082909,0.0806071,0.0844988,0.117801,0.0638494,0.0973822,0.0773568,0.0753574,0.081357,0.0915118,282,261,293,303,283,287,234,295,291,324,240,308,295,304,313,289,287
316228,562341,421697,0.0851254,0.0925324,0.0928809,0.0792712,0.0911848,0.07695,0.123421,0.0735594,0.0931277,0.0792493,0.122292,0.0812881,0.0870887,0.0732571,0.0793139,0.0854834,0.0698688,372,340,384,397,372,366,298,386,386,405,312,403,383,397,396,381,367
562341,1000000,749894,0.0672973,0.0855385,0.0799527,0.0785784,0.0802153,0.082031,0.113516,0.0783815,0.0900571,0.0737527,0.127672,0.0822888,0.0836848,0.0736767,0.0726064,0.0690316,0.0777117,258,244,277,288,262,262,214,266,275,302,223,278,277,280,280,283,262
