bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.110301,0.0974601,0.100937,0.0952022,0.0970069,0.0896718,0.130072,0.102082,0.0975598,0.0950991,0.122917,0.0923083,0.0898371,0.0853604,0.107404,0.0906164,0.0884575,5406,5713,5558,5520,5623,5888,4717,5174,5685,5516,4828,5870,5961,6088,5528,5780,5976
5623,10000,7498.67,0.102387,0.093997,0.0875137,0.0890725,0.0923629,0.0866655,0.122165,0.0948386,0.0949541,0.091302,0.122202,0.0835818,0.0857267,0.0841474,0.0985076,0.0880043,0.0858821,9441,10063,9661,9647,9687,10260,8100,9093,10015,9653,8581,10315,10485,10652,9722,10227,10512
10000,17783,13335.3,0.138154,0.106958,0.0811208,0.0839646,0.0912204,0.0573006,0.0709704,0.124472,0.0854875,0.0713139,0.161393,0.0807979,0.0898198,0.0868192,0.0937751,0.0812019,0.0544446,37,46,37,43,37,46,24,38,42,40,30,48,44,47,41,46,44
17783,31623,23714,0.118803,0.0911392,0.10168,0.0613081,0.0677264,0.0658833,0.1341,0.127494,0.123516,0.0828013,0.140196,0.0532187,0.0776839,0.0674879,0.111229,0.0923307,0.0918343,40,41,44,40,42,43,43,37,45,42,39,40,52,46,37,43,46
31623,56234,42169.7,0.095232,0.0856678,0.0809538,0.0879706,0.0732638,0.0727212,0.135114,0.0921866,0.0803467,0.0909143,0.132123,0.073032,0.0789375,0.079841,0.0629636,0.105061,0.0972008,94,93,90,90,96,98,70,85,90,90,80,101,91,100,96,93,97
56234,100000,74989.3,0.0739661,0.091457,0.0749005,0.0810987,0.085733,0.071621,0.10424,0.0822965,0.0703983,0.0718406,0.109413,0.0700624,0.0762883,0.0943023,0.068415,0.103882,0.0686437,137,154,137,141,136,148,123,131,143,138,131,153,158,151,139,152,158
100000,177828,133352,0.0809963,0.0817628,0.0823478,0.0869308,0.080587,0.0822764,0.119573,0.0758139,0.0887209,0.0915658,0.0982019,0.0788836,0.0871881,0.087985,0.0842935,0.0919073,0.0748077,233,245,236,236,241,254,194,217,244,238,206,257,258,262,235,246,266
177828,316228,237137,0.0913186,0.075689,0.0826084,0.0798042,0.0668772,0.0774393,0.117335,0.0731484,0.0652258,0.0797285,0.119796,0.0904591,0.0776756,0.0695214,0.077098,0.0833503,0.0734633,363,394,364,378,377,389,305,345,383,374,333,406,399,409,373,403,410
316228,562341,421697,0.0793182,0.0873575,0.0807737,0.0781083,0.0699614,0.0740695,0.10454,0.0774876,0.0812253,0.0834615,0.118649,0.0781697,0.0786807,0.0708918,0.0815214,0.0723823,0.0715645,490,515,490,495,485,520,404,454,506,488,443,538,535,541,486,520,545
562341,1000000,749894,0.0776925,0.0856646,0.0821313,0.0769516,0.0838393,0.0820265,0.102828,0.0756857,0.075655,0.0711953,0.117105,0.0779108,0.0753648,0.0766043,0.0823249,0.0637339,0.0808227,378,407,373,352,357,397,324,350,381,363,337,413,419,399,365,391,388
