bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.0875329,0.0923837,0.0877454,0.0837127,0.0906553,0.0877733,0.124405,0.103908,0.0917627,0.103441,0.119415,0.0944917,0.0923957,0.0895306,0.091539,0.0866256,0.0893274,4905,4902,5352,5083,4930,4978,4079,4475,5151,4663,3888,4842,5047,4938,4937,5259,5272
5623,10000,7498.67,0.0774255,0.0887192,0.0812827,0.082558,0.0838151,0.0889163,0.119073,0.0931198,0.0878388,0.0983611,0.113031,0.0905844,0.087493,0.0811068,0.086616,0.084544,0.0809826,8775,8738,9289,9205,8850,8878,7055,8130,9217,8342,6920,8672,9007,8852,8673,9404,9483
10000,17783,13335.3,0.0903717,0.0647747,0.12225,0.0796827,0.0576913,0.0861848,0.139293,0.0676173,0.110749,0.111484,0.178068,0.0782593,0.065946,0.122152,0.0866801,0.089871,0.0932106,34,31,41,41,36,34,17,30,38,31,18,34,33,38,33,42,38
17783,31623,23714,0.0690264,0.0888683,0.0777306,0.0789735,0.0791292,0.116679,0.0860556,0.0990482,0.0440929,0.0806462,0.155767,0.0763897,0.0943473,0.0466801,0.085705,0.111288,0.106291,35,37,33,36,33,35,39,33,34,33,34,31,41,31,32,37,37
31623,56234,42169.7,0.0809035,0.0962484,0.0710304,0.0585931,0.0730251,0.0927035,0.108301,0.101287,0.0722783,0.0880728,0.0938462,0.0943734,0.122929,0.100964,0.0705732,0.05227,0.0570535,84,81,91,84,93,94,60,79,92,88,61,88,84,85,89,89,93
56234,100000,74989.3,0.0676417,0.109981,0.0802629,0.0765231,0.0862531,0.0843746,0.118277,0.0649857,0.0676822,0.0948146,0.0889406,0.070155,0.0772811,0.0759045,0.0710258,0.094271,0.0749687,129,130,135,141,129,123,108,121,130,120,108,129,132,134,124,134,134
100000,177828,133352,0.0828823,0.0757509,0.0835218,0.0670706,0.0750241,0.0795943,0.110938,0.0834129,0.0783288,0.0902217,0.101599,0.0799302,0.0859522,0.0756798,0.0990976,0.0638099,0.0939037,218,219,228,228,223,230,172,204,237,208,175,218,228,215,225,238,233
177828,316228,237137,0.0723494,0.074093,0.0737847,0.0861021,0.0761738,0.0849007,0.107822,0.086596,0.0757792,0.0943566,0.123441,0.0884907,0.0903653,0.0752968,0.0855984,0.0667122,0.0783377,336,338,367,358,356,350,280,322,362,335,276,342,351,350,345,369,364
316228,562341,421697,0.0698112,0.073398,0.0760286,0.0657386,0.0767071,0.0733645,0.106163,0.0978254,0.0753304,0.0939441,0.0952006,0.0816306,0.081151,0.073041,0.104221,0.0717912,0.0739391,455,449,479,472,467,473,361,417,487,445,361,457,464,457,451,490,477
562341,1000000,749894,0.0875148,0.0756148,0.0687714,0.0790894,0.0825274,0.0792072,0.0989269,0.0764405,0.0906897,0.0939188,0.120735,0.0710053,0.0829992,0.0975246,0.0930183,0.0731118,0.0695532,307,312,338,295,318,317,240,281,332,282,243,298,321,288,296,314,336
