bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.099257,0.097034,0.105345,0.0991078,0.114341,0.0947903,0.145212,0.116598,0.0995611,0.115815,0.159371,0.110807,0.102011,0.108217,0.107936,0.110623,0.118101,4008,4226,4182,3842,3627,4054,3270,3743,4118,3900,2911,3777,4245,4160,3823,3900,3707
5623,10000,7498.67,0.0915479,0.0879995,0.0943741,0.0948463,0.105585,0.0919645,0.136626,0.110342,0.0940784,0.108949,0.150368,0.0998164,0.0916542,0.0981039,0.0988335,0.102917,0.11132,7133,7419,7391,6960,6448,7167,5644,6564,7228,6901,5240,6676,7600,7396,6853,6918,6747
10000,17783,13335.3,0.0839399,0.0684925,0.0512519,0.0443719,0.150431,0.107608,0.0577946,0.093931,0.0600871,0.173583,0.0486524,0.090391,0.0614373,0.0464107,0.117673,0.0922897,0.113324,21,21,23,15,11,18,8,12,17,17,4,15,21,20,13,19,11
17783,31623,23714,0.0985831,0.0708396,0.121603,0.0804402,0.146482,0.124857,0.118485,0.0694533,0.100245,0.119989,0.134558,0.120171,0.143101,0.089548,0.129962,0.134782,0.159284,36,36,32,38,40,40,39,39,41,36,39,38,36,39,41,33,41
31623,56234,42169.7,0.0723005,0.109872,0.0467118,0.102313,0.074001,0.0941824,0.0803233,0.144016,0.0745169,0.0935731,0.143718,0.076309,0.105964,0.0860253,0.107937,0.106787,0.0922559,60,72,74,58,51,63,47,54,63,62,43,55,74,67,59,64,59
56234,100000,74989.3,0.101786,0.0587919,0.0860263,0.0818138,0.0718382,0.090896,0.152357,0.0953495,0.0763482,0.0941347,0.12645,0.0876583,0.0911989,0.0890511,0.0958214,0.085899,0.100148,110,114,112,113,97,110,85,96,117,107,77,107,108,112,104,106,104
100000,177828,133352,0.0982619,0.0712514,0.070172,0.0907126,0.12076,0.0834437,0.112245,0.10307,0.0701991,0.0981438,0.141315,0.0892327,0.0949201,0.0799143,0.0811392,0.0885892,0.105556,175,186,186,170,164,176,139,167,181,166,121,164,188,185,172,171,168
177828,316228,237137,0.0911201,0.0757405,0.0892201,0.0750821,0.0944905,0.0731128,0.105359,0.087006,0.075734,0.0838537,0.145213,0.096058,0.0693092,0.079574,0.0930629,0.0804374,0.110234,276,300,284,269,246,278,220,255,282,273,203,257,296,289,259,268,261
316228,562341,421697,0.0822649,0.0703669,0.0855936,0.0827925,0.0850479,0.0739359,0.109568,0.099806,0.0733311,0.089775,0.131206,0.0744614,0.0850886,0.0807358,0.0933453,0.090767,0.116151,365,387,383,361,337,376,293,343,389,355,268,349,386,391,362,356,346
562341,1000000,749894,0.073853,0.0845436,0.0909955,0.0898225,0.0979424,0.0681097,0.101059,0.0728674,0.0804791,0.0936903,0.118643,0.084391,0.0622228,0.0779671,0.0824252,0.0832595,0.0974385,285,264,286,252,231,268,206,260,290,261,192,242,270,277,267,259,237
