bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
1778,3162,2371.08,0.0908778,0.0861293,0.0831601,0.0875549,0.0865229,0.0860257,0.116503,0.0843959,0.085023,0.0806063,0.119707,0.0914295,0.0857429,0.0883955,0.084152,0.0862921,0.087256,3202,3322,3033,2976,3244,3220,2712,3339,3226,3183,2670,3262,3286,3318,3198,3346,3269
3162,5623,4216.62,0.0834219,0.0823555,0.0844477,0.0869639,0.0895696,0.0813247,0.117877,0.0788958,0.0861755,0.0794319,0.108737,0.0845499,0.0785691,0.0836443,0.0826404,0.0817448,0.0816663,5463,5679,5298,5163,5659,5579,4785,5828,5519,5431,4689,5572,5660,5710,5615,5793,5635
5623,10000,7498.67,0.0826554,0.0812005,0.0842934,0.0864196,0.0808006,0.082215,0.116635,0.0806867,0.08132,0.0806292,0.114885,0.0851713,0.0810594,0.0800073,0.0803347,0.0829894,0.078509,9843,10356,9494,9413,10124,10157,8617,10410,10003,9851,8401,9951,10125,10194,10143,10469,10295
10000,17783,13335.3,0.0515191,0.0715823,0.0568379,0.0561655,0.0645327,0.0705706,0.102723,0.0514938,0.0756561,0.085671,0.0755198,0.0963447,0.127885,0.0666754,0.0797205,0.0757396,0.0833255,39,40,31,36,32,41,31,40,39,44,26,43,35,39,44,41,43
17783,31623,23714,0.0708473,0.0864316,0.0632734,0.0836189,0.0613887,0.0950144,0.137792,0.0905484,0.0715558,0.103106,0.0918691,0.0902402,0.0554994,0.0724381,0.0844628,0.101338,0.0780725,44,45,45,43,45,45,40,43,41,38,40,42,46,49,39,44,44
31623,56234,42169.7,0.0637765,0.0608107,0.0678265,0.0795047,0.116321,0.0742646,0.0991661,0.0662194,0.0763045,0.0797149,0.113692,0.094617,0.0604886,0.0828072,0.060533,0.0945701,0.0764268,81,93,85,85,100,86,76,97,95,88,74,87,91,89,98,93,96
56234,100000,74989.3,0.0840553,0.0627427,0.0784207,0.0667896,0.0742604,0.0681323,0.106438,0.0758021,0.0863451,0.0767696,0.127442,0.0918595,0.107248,0.0893603,0.0671154,0.095285,0.0758846,151,153,137,136,140,150,131,151,144,148,123,148,149,151,147,147,146
100000,177828,133352,0.0693258,0.0810516,0.0732014,0.0895059,0.0757242,0.0666585,0.110581,0.0662191,0.0841523,0.0797706,0.097984,0.0835271,0.092947,0.0856092,0.0862369,0.104414,0.0730987,238,253,238,229,248,245,213,260,246,248,212,250,252,254,251,262,253
177828,316228,237137,0.0765174,0.0763027,0.0766396,0.0858654,0.0841348,0.087789,0.107242,0.0811274,0.0829089,0.0823686,0.105626,0.0798825,0.0787146,0.0924091,0.0712251,0.0848714,0.0709503,370,397,352,365,386,380,336,395,380,383,310,382,378,396,396,380,390
316228,562341,421697,0.0736053,0.0725441,0.0792756,0.0736805,0.0728381,0.0813707,0.115817,0.0837027,0.0820456,0.0698654,0.113,0.0787562,0.0853031,0.0764277,0.0760597,0.0793364,0.0870223,492,529,475,487,508,505,444,526,509,503,425,511,512,520,524,520,524
562341,1000000,749894,0.0672313,0.0846999,0.0819253,0.0648555,0.0826967,0.0774026,0.119115,0.0715416,0.0752968,0.0873732,0.110056,0.0834973,0.0963696,0.0908533,0.0790213,0.0845639,0.0774484,355,379,348,333,368,379,328,378,377,378,331,368,366,394,393,404,396
