bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
1778,3162,2371.08,0.0916749,0.0921117,0.0895317,0.0832215,0.0884498,0.0881994,0.119725,0.0830287,0.0899566,0.0877805,0.119901,0.0879705,0.085197,0.0871363,0.0891301,0.101716,0.092781,3082,3222,3140,3265,3076,3006,2486,3303,3000,3029,2451,2856,3108,3194,3147,3172,2953
3162,5623,4216.62,0.0920459,0.0832965,0.0885222,0.0858175,0.0886349,0.0834318,0.117216,0.0818986,0.0882076,0.0818744,0.119765,0.0812,0.0885954,0.0820959,0.0831134,0.0908113,0.0880876,5567,5872,5600,5800,5399,5441,4450,5828,5435,5403,4323,5151,5610,5685,5532,5648,5399
5623,10000,7498.67,0.088826,0.0832344,0.0880871,0.0827232,0.0864608,0.0811393,0.106543,0.0810166,0.0877447,0.0824234,0.116602,0.0774308,0.0800573,0.0813466,0.0857571,0.08812,0.0875873,9757,10288,10008,10094,9466,9622,7723,10173,9656,9614,7687,9082,9713,9841,9621,9982,9297
10000,17783,13335.3,0.0896752,0.1496,0.100875,0.1353,0.0869755,0.0722907,0.0772487,0.083279,0.0874832,0.104281,0.137031,0.129849,0.0927337,0.0685925,0.0663609,0.0610302,0.0923588,37,48,49,42,39,39,20,44,39,41,24,37,38,42,39,45,38
17783,31623,23714,0.0658375,0.0944416,0.0905883,0.0702529,0.0912039,0.0719145,0.149996,0.0479351,0.0822568,0.102488,0.142277,0.0627084,0.0920054,0.0653394,0.110116,0.0885919,0.0812473,44,42,39,49,43,43,39,42,45,40,36,39,45,45,41,39,41
31623,56234,42169.7,0.0663948,0.0812603,0.112903,0.050642,0.0700196,0.0786575,0.0897396,0.0832807,0.0845059,0.109685,0.116153,0.0744898,0.112953,0.0894069,0.0751269,0.0697019,0.0983724,88,94,89,90,86,89,79,95,90,91,73,93,90,90,97,90,88
56234,100000,74989.3,0.0828482,0.0700884,0.0824492,0.0773824,0.0793027,0.0658357,0.100839,0.086297,0.0887801,0.0963249,0.107572,0.0924897,0.0769464,0.0781966,0.0694954,0.0731724,0.0811962,149,161,152,148,143,136,116,153,141,133,117,134,146,148,147,159,145
100000,177828,133352,0.0769529,0.0967782,0.0678136,0.0889164,0.0793399,0.069689,0.113989,0.0861391,0.0900892,0.0613126,0.110473,0.0669511,0.0850179,0.076844,0.0751012,0.0792108,0.0896913,254,260,253,249,242,247,192,258,243,250,197,232,246,251,248,245,239
177828,316228,237137,0.0757996,0.0787622,0.0889442,0.0775138,0.082968,0.0696422,0.103107,0.0730178,0.0737782,0.0780574,0.10598,0.0790199,0.0703285,0.07952,0.0801875,0.0806937,0.0756364,388,408,394,391,377,370,307,394,379,374,301,363,390,387,383,390,376
316228,562341,421697,0.0750911,0.0796885,0.0838912,0.0842372,0.085781,0.0831736,0.109832,0.0723846,0.0788834,0.0772454,0.127174,0.073482,0.0794088,0.0742428,0.0700951,0.081028,0.0777205,513,528,518,521,493,500,399,528,499,493,403,479,506,516,515,512,503
562341,1000000,749894,0.0831199,0.0870725,0.0780019,0.0706961,0.0708086,0.0796791,0.0968843,0.0750221,0.0730146,0.0759067,0.0996862,0.0684525,0.0732793,0.0681327,0.0753415,0.0837312,0.098442,357,352,339,344,348,347,280,378,337,350,282,337,370,353,360,351,343
