bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.0970565,0.12262,0.101774,0.0977229,0.105767,0.11158,0.134304,0.112143,0.100237,0.0950828,0.12011,0.100677,0.101739,0.119647,0.100246,0.103006,0.0942928,3969,3736,4114,4379,3881,4161,3557,4049,4098,4293,3601,4114,4452,3839,4104,4155,4391
5623,10000,7498.67,0.092656,0.113101,0.0963738,0.0904554,0.100696,0.107389,0.128032,0.0970099,0.0945612,0.0937626,0.116641,0.0925018,0.0945633,0.102886,0.0937782,0.0931088,0.0869383,6919,6611,7196,7743,6806,7276,6119,7084,7104,7436,6342,7199,7767,6771,7241,7207,7757
10000,17783,13335.3,0.119673,0.104378,0.0640105,0.0708482,0.110529,0.129953,0.0760582,0.0786318,0.0965958,0.0732254,0.0836905,0.090768,0.0523081,0.136764,0.0999283,0.0680673,0.0742782,19,17,22,23,14,20,10,22,22,21,12,21,27,14,20,21,24
17783,31623,23714,0.0736849,0.141128,0.0817985,0.0368605,0.139677,0.141653,0.169928,0.0956069,0.111198,0.081842,0.125281,0.0809427,0.0569407,0.0990397,0.113397,0.057066,0.0933714,35,38,34,39,40,37,42,34,35,38,37,34,35,38,37,34,37
31623,56234,42169.7,0.0995187,0.0964532,0.0659431,0.0955083,0.0831839,0.0727866,0.128307,0.094025,0.087059,0.0788792,0.137515,0.0914133,0.0762364,0.0679087,0.0635033,0.110778,0.0921917,62,54,68,72,56,64,51,67,64,78,53,72,78,62,69,68,77
56234,100000,74989.3,0.0818977,0.115416,0.0850617,0.0775218,0.0997153,0.0874627,0.0992003,0.0870152,0.0798187,0.0984539,0.110165,0.0823814,0.0987865,0.103792,0.0786668,0.0852467,0.0757459,110,107,110,117,111,122,93,112,109,107,102,109,112,103,108,116,110
100000,177828,133352,0.0706379,0.115004,0.0873137,0.0849899,0.10698,0.0827692,0.11222,0.0752389,0.0846506,0.0615303,0.112742,0.0809584,0.0717362,0.104198,0.0892165,0.0818401,0.0906128,174,166,181,193,170,178,158,182,180,187,156,178,193,165,180,178,200
177828,316228,237137,0.0711264,0.0947135,0.080162,0.0784523,0.0933257,0.0768596,0.119191,0.083879,0.0806663,0.0656793,0.089707,0.0797928,0.074392,0.0958055,0.0718152,0.0875547,0.0717608,271,258,285,305,259,281,235,269,274,296,248,285,300,260,288,279,297
316228,562341,421697,0.0810043,0.0927681,0.0803592,0.0792156,0.0932089,0.0929117,0.121597,0.0794166,0.0834517,0.0754541,0.144562,0.0810241,0.0832338,0.0888081,0.0882019,0.0876442,0.0623608,360,344,374,403,347,374,319,380,375,393,337,367,406,337,374,379,411
562341,1000000,749894,0.0679066,0.118959,0.0795572,0.0614736,0.0789381,0.093906,0.115432,0.0789309,0.0685896,0.0879989,0.108559,0.105666,0.0743512,0.0944453,0.0855656,0.0626615,0.0782592,247,243,255,282,231,253,224,264,270,261,232,263,284,248,253,254,278
