bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.0878897,0.0866948,0.0894577,0.0832859,0.0828574,0.0923171,0.127802,0.0845994,0.085141,0.084079,0.12174,0.0841739,0.0855555,0.084536,0.0804567,0.0851515,0.0823032,4143,4809,4490,5048,5461,4908,3861,5162,5298,5292,4265,5453,4984,5254,5347,5111,5633
5623,10000,7498.67,0.0833932,0.0828158,0.086041,0.0821735,0.0817491,0.0885741,0.124598,0.0821102,0.0821806,0.0821463,0.116589,0.0828184,0.0820502,0.0802501,0.0810927,0.084345,0.0841386,7405,8479,7970,8961,9861,8777,6973,9115,9348,9387,7706,9617,9100,9497,9674,9279,10015
10000,17783,13335.3,0.0981685,0.0651111,0.0677146,0.0841247,0.0876862,0.088822,0.0789428,0.0750029,0.0678786,0.0658189,0.205225,0.0731302,0.127395,0.076374,0.0774457,0.0604978,0.107818,22,26,23,35,42,36,20,36,39,39,27,40,36,40,37,40,45
17783,31623,23714,0.0856474,0.0785841,0.0694334,0.0869718,0.0693741,0.047161,0.121932,0.0939454,0.0874902,0.0793782,0.188901,0.0530827,0.0745616,0.0810064,0.0624204,0.0681604,0.0792818,36,41,42,40,43,35,34,38,37,36,34,43,36,38,42,34,45
31623,56234,42169.7,0.096819,0.102586,0.0916023,0.118991,0.0892351,0.0810842,0.117753,0.0745138,0.0901588,0.066849,0.0952811,0.0890863,0.0604332,0.0655418,0.0874492,0.0608802,0.0815894,68,84,72,86,85,83,58,90,90,89,73,89,86,88,88,91,84
56234,100000,74989.3,0.0722767,0.0612719,0.0734608,0.0885484,0.0808451,0.0984203,0.114793,0.07324,0.0835091,0.0806227,0.096144,0.0726734,0.0770951,0.0647016,0.0736191,0.0840972,0.0617908,117,114,119,126,148,121,110,130,139,137,120,141,130,140,142,135,152
100000,177828,133352,0.0828776,0.080059,0.0732842,0.0757649,0.0815358,0.0792677,0.0956852,0.0750234,0.0863871,0.0881347,0.117764,0.0816434,0.0724972,0.0755366,0.0779542,0.0782404,0.0741241,189,216,204,227,252,221,169,231,224,226,189,232,229,229,239,228,241
177828,316228,237137,0.0740691,0.0672181,0.0825411,0.0877509,0.0782371,0.0861145,0.117612,0.0765004,0.0714197,0.0796449,0.120699,0.0889177,0.0859084,0.0836584,0.0702511,0.0849521,0.0685169,292,325,318,356,376,333,270,360,365,367,308,373,352,368,371,363,372
316228,562341,421697,0.0774595,0.08003,0.0750895,0.0701069,0.083405,0.0771854,0.129212,0.09055,0.0741425,0.0849636,0.108929,0.0731745,0.0727853,0.0687016,0.0745961,0.0756836,0.0780309,389,439,420,467,520,453,360,479,485,486,408,506,466,485,505,479,522
562341,1000000,749894,0.0794937,0.0662196,0.0889387,0.0771521,0.071804,0.0775685,0.115926,0.077011,0.0888483,0.0832052,0.100089,0.0774869,0.0675921,0.0783278,0.0784304,0.0946694,0.0873924,268,297,289,320,366,316,256,347,335,332,275,350,321,327,347,344,373
