bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.0853258,0.0829774,0.0866585,0.0808389,0.0790907,0.0884708,0.114656,0.0788181,0.0800213,0.0846287,0.114944,0.0835001,0.0841862,0.0848195,0.0823987,0.0825803,0.0802288,4895,5047,4991,5870,5828,5336,4444,5823,5526,5839,4592,5761,5752,5681,5988,5406,5834
5623,10000,7498.67,0.0816941,0.0778104,0.0838956,0.0829187,0.078445,0.0855646,0.116569,0.0790399,0.0794543,0.0817142,0.116051,0.0830929,0.0791026,0.0815312,0.0800168,0.0815534,0.0801145,8800,8963,8886,10395,10363,9314,7873,10415,10005,10298,8102,10380,10322,10048,10557,9708,10612
10000,17783,13335.3,0.0460544,0.0673426,0.100178,0.0431433,0.120846,0.0765783,0.0869599,0.0854553,0.0645277,0.135289,0.133553,0.0882516,0.0800929,0.0472841,0.0635829,0.0640662,0.0719551,28,34,30,49,47,39,25,45,45,48,26,48,46,39,49,41,48
17783,31623,23714,0.0846158,0.0678984,0.119746,0.0800384,0.0689497,0.0615228,0.0818074,0.0675902,0.0911908,0.0757072,0.17689,0.103747,0.107053,0.10477,0.0687231,0.112995,0.0527693,43,39,41,42,41,40,35,41,44,42,38,43,47,48,41,36,48
31623,56234,42169.7,0.0974595,0.0642161,0.0793245,0.0814048,0.0641358,0.0796182,0.0872584,0.0615917,0.0765393,0.0937728,0.116932,0.0854145,0.0680183,0.0549823,0.0633988,0.0641556,0.092704,81,81,86,94,97,90,77,97,90,91,79,89,87,88,99,94,89
56234,100000,74989.3,0.100171,0.0810639,0.0745903,0.074461,0.0822951,0.0908144,0.13118,0.0730396,0.082156,0.0742471,0.0931873,0.0645289,0.066521,0.0772807,0.0937,0.0710327,0.0886475,132,133,125,155,151,132,111,154,148,153,120,158,161,155,160,145,160
100000,177828,133352,0.0872065,0.0760033,0.0668894,0.0769725,0.0806173,0.0744296,0.112162,0.0813167,0.0761586,0.0738328,0.117787,0.0827979,0.0726944,0.0849481,0.0634822,0.0727545,0.0938583,216,221,224,256,261,242,201,260,248,261,203,258,257,250,263,236,264
177828,316228,237137,0.0775812,0.0712704,0.0713885,0.0754955,0.0682598,0.0851659,0.108399,0.0771075,0.0808163,0.0740443,0.100457,0.0703017,0.0768157,0.0718234,0.0699407,0.0894474,0.0767323,341,346,333,400,396,360,304,397,376,397,315,399,396,381,406,379,410
316228,562341,421697,0.0729485,0.0680811,0.0708178,0.0718783,0.0861452,0.0825644,0.106889,0.0720964,0.0789829,0.0866857,0.104858,0.0750641,0.0767974,0.0836874,0.0795951,0.0808237,0.0724746,448,462,443,530,538,480,402,538,515,537,421,533,524,515,544,492,550
562341,1000000,749894,0.0680575,0.0770461,0.077712,0.080464,0.0722524,0.0864346,0.12208,0.0727078,0.0762699,0.0746547,0.110698,0.0795745,0.0782896,0.082543,0.081023,0.0672629,0.0899916,309,339,315,368,362,330,277,360,367,364,285,365,375,355,393,347,387
