bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.107639,0.110211,0.104903,0.0986169,0.091265,0.121877,0.122059,0.111733,0.0987882,0.0951511,0.133137,0.107732,0.0951767,0.101024,0.0958259,0.104309,0.0953195,4519,4385,4549,4449,5099,4274,3671,4479,4950,4667,3666,4341,4490,4683,4914,4469,4721
5623,10000,7498.67,0.101401,0.106781,0.103034,0.0945248,0.0860809,0.112445,0.120082,0.103177,0.0912717,0.0933416,0.131325,0.107322,0.0919527,0.0986068,0.0906201,0.105546,0.0876295,8070,7734,8021,7983,8883,7575,6495,7897,8716,8349,6552,7780,7863,8319,8844,7881,8419
10000,17783,13335.3,0.0820033,0.0939335,0.0772118,0.0597869,0.0875335,0.110246,0.0860202,0.0936933,0.104395,0.101602,0.0591031,0.0948727,0.101834,0.119861,0.0456372,0.0748552,0.0593029,27,23,27,29,36,21,10,27,34,29,15,23,26,26,32,26,32
17783,31623,23714,0.0724237,0.0741448,0.0810646,0.0843109,0.081635,0.0947293,0.15498,0.108378,0.093651,0.0707798,0.0992721,0.116901,0.0813976,0.126586,0.0698973,0.0796639,0.138731,37,39,35,29,37,33,39,34,36,35,37,36,35,36,39,36,33
31623,56234,42169.7,0.0925033,0.0992734,0.122734,0.0996309,0.0510019,0.0904179,0.115597,0.0833866,0.090738,0.100753,0.0699815,0.0822105,0.0884205,0.0950505,0.114335,0.14102,0.0998643,73,69,74,82,85,78,54,72,85,76,57,75,78,84,83,73,88
56234,100000,74989.3,0.0844316,0.0821582,0.0758443,0.0955822,0.0912762,0.127161,0.1294,0.0916187,0.0978945,0.080472,0.15982,0.092451,0.0706612,0.0896104,0.0907303,0.099838,0.0816875,128,118,123,118,132,117,102,125,128,127,100,114,123,121,124,124,126
100000,177828,133352,0.0791008,0.0631783,0.0987833,0.066049,0.0696615,0.0979598,0.124753,0.104727,0.0855222,0.0796244,0.122555,0.100617,0.092369,0.084593,0.0872215,0.10143,0.0638147,198,188,198,204,227,193,172,194,212,212,165,195,195,216,218,198,205
177828,316228,237137,0.0788798,0.0854561,0.0811921,0.0937029,0.0844535,0.0961837,0.119119,0.0904009,0.075777,0.0737871,0.102148,0.0953438,0.0835853,0.0996933,0.0620141,0.0933863,0.08509,321,295,309,301,351,295,258,306,342,326,251,297,301,320,331,303,341
316228,562341,421697,0.076867,0.0784685,0.0841955,0.0902477,0.0793982,0.0851881,0.116958,0.0864724,0.0705817,0.0817954,0.117805,0.0726718,0.0887819,0.0770242,0.0792019,0.0881544,0.0861361,413,404,409,418,468,401,348,415,447,432,345,396,415,430,445,407,441
562341,1000000,749894,0.0630467,0.0746951,0.0697104,0.0747986,0.0773205,0.0769319,0.118731,0.0808733,0.102701,0.07421,0.10931,0.0812605,0.0821567,0.0839743,0.0571383,0.0762742,0.0757749,289,295,311,305,319,294,242,313,315,304,256,295,314,307,326,318,331
