bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.119068,0.102876,0.109105,0.0933992,0.0934675,0.0958791,0.120218,0.0907264,0.0946443,0.088626,0.125656,0.0914024,0.0916898,0.0912613,0.0905535,0.0929793,0.097815,3400,3660,3821,4968,4969,4923,3946,4879,4893,5054,3945,5029,4983,5142,5069,4857,5010
5623,10000,7498.67,0.098557,0.0946599,0.106892,0.0938918,0.086641,0.0899032,0.125454,0.0870187,0.0891061,0.0871412,0.124056,0.0931798,0.0856094,0.0866973,0.0897639,0.0924833,0.0959148,5872,6447,6643,8763,8908,8824,6987,8670,8704,9000,7057,8848,8722,9251,9054,8723,8813
10000,17783,13335.3,0.0692699,0.0987629,0.113653,0.0847622,0.0778932,0.0622031,0.0780749,0.0377002,0.0837053,0.0638669,0.161739,0.0876507,0.05533,0.0626372,0.0758951,0.0661583,0.0988397,12,15,16,35,35,32,18,30,32,32,20,32,31,38,36,32,29
17783,31623,23714,0.0614976,0.0694882,0.044704,0.100824,0.0536343,0.075129,0.140022,0.0893488,0.0762632,0.0686872,0.100827,0.0987741,0.0809462,0.0598395,0.0529133,0.0514233,0.0766234,36,35,37,34,35,37,36,39,37,37,37,37,35,39,36,34,38
31623,56234,42169.7,0.0633263,0.0677618,0.101167,0.0901391,0.0710575,0.0749362,0.143674,0.0898268,0.0701991,0.0703665,0.108804,0.0705172,0.0991171,0.0732294,0.0773731,0.0821226,0.0747283,50,57,59,86,89,85,59,81,80,87,56,81,82,87,91,86,93
56234,100000,74989.3,0.0927795,0.0846091,0.0796234,0.0782352,0.0751794,0.0701101,0.113127,0.0756856,0.077255,0.0981876,0.114931,0.0694811,0.0837246,0.060427,0.10124,0.0809727,0.0760076,90,99,101,126,128,130,106,127,128,130,103,132,132,138,130,127,125
100000,177828,133352,0.0860195,0.070818,0.0743793,0.0681766,0.0710514,0.0635337,0.10955,0.0779333,0.0764695,0.0837471,0.128977,0.0841854,0.0702664,0.0766842,0.0743079,0.079715,0.0880664,142,159,162,217,227,212,172,208,213,223,174,209,214,223,224,209,221
177828,316228,237137,0.0759595,0.0854552,0.0822817,0.0718691,0.0596556,0.0675663,0.112824,0.0824758,0.0826377,0.0804947,0.124015,0.0885976,0.072091,0.0752493,0.0627733,0.0714325,0.066047,225,251,247,333,339,342,275,337,336,345,268,333,327,347,343,335,350
316228,562341,421697,0.083711,0.086661,0.0770847,0.0724407,0.0797807,0.0801697,0.0996928,0.0775391,0.0833411,0.0847302,0.111377,0.0685965,0.0742163,0.081273,0.0732065,0.0710045,0.0785418,299,324,338,449,464,448,354,444,446,463,355,449,440,472,462,444,459
562341,1000000,749894,0.0793716,0.078481,0.0773684,0.0848102,0.0766029,0.0790432,0.119698,0.0754646,0.0796206,0.0891358,0.122571,0.0768767,0.0778253,0.0847245,0.0741829,0.0893184,0.0754208,229,239,267,317,338,312,256,332,325,337,264,323,336,369,333,330,339
