bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.0975426,0.0842989,0.0881789,0.0880216,0.0926608,0.0840951,0.125864,0.0874093,0.0995955,0.0853247,0.121467,0.0838106,0.0842368,0.0876144,0.0910312,0.0872389,0.0928921,4666,4821,4817,5041,4536,5072,3767,4939,4646,4924,3855,4793,4881,4689,4452,4939,4878
5623,10000,7498.67,0.0861866,0.0795296,0.0823719,0.0788207,0.090467,0.0829286,0.120153,0.0871978,0.0922708,0.0783052,0.114692,0.0851661,0.0841463,0.0811183,0.0885796,0.084409,0.0844702,8240,8483,8405,8806,7964,8885,6560,8604,8090,8647,6873,8649,8538,8389,7972,8629,8531
10000,17783,13335.3,0.0846688,0.087881,0.0695377,0.112733,0.104841,0.0446571,0.106849,0.0616179,0.0975115,0.122636,0.0845459,0.0602272,0.0793044,0.0762214,0.0871308,0.0574553,0.0850532,30,29,26,31,27,34,15,31,25,29,18,34,31,27,26,32,31
17783,31623,23714,0.120017,0.066172,0.0590437,0.0650696,0.102345,0.130017,0.128539,0.105988,0.109809,0.0742481,0.101319,0.0592343,0.0813695,0.0705631,0.108816,0.0663833,0.0467465,33,37,35,39,31,39,37,35,36,39,34,35,37,37,35,35,36
31623,56234,42169.7,0.0704748,0.0605127,0.0834806,0.0732475,0.063229,0.0531479,0.121921,0.0558438,0.072313,0.0664169,0.0824941,0.121092,0.106784,0.0611432,0.123221,0.0890188,0.0898192,78,78,84,85,77,81,59,79,75,81,64,82,78,81,79,86,81
56234,100000,74989.3,0.0836385,0.0753452,0.0738264,0.0662881,0.126766,0.0849838,0.14814,0.0827337,0.0809268,0.0929168,0.134676,0.0895295,0.0737832,0.0831795,0.0864911,0.0633192,0.0796934,130,126,127,130,124,128,98,131,125,132,101,128,130,124,122,126,131
100000,177828,133352,0.0770225,0.0785542,0.0870869,0.0826553,0.081311,0.078616,0.0961097,0.0673319,0.0744387,0.0866244,0.119071,0.0861988,0.0745668,0.0833226,0.0973752,0.0726557,0.0766048,205,221,209,232,201,228,170,225,199,222,171,221,218,215,205,220,218
177828,316228,237137,0.0616606,0.0696522,0.0743568,0.079651,0.0928126,0.0679446,0.109483,0.0825493,0.0818939,0.0790365,0.113063,0.0731269,0.0612511,0.0744236,0.0751143,0.0784649,0.0909704,330,326,333,351,317,356,260,335,321,348,266,342,345,339,310,344,340
316228,562341,421697,0.0831592,0.0725543,0.0755848,0.069665,0.073632,0.0798972,0.113853,0.0835517,0.0815438,0.0837649,0.11947,0.0617986,0.0754289,0.0721436,0.0780317,0.0797204,0.0742393,435,435,432,466,421,465,347,451,420,453,352,446,454,430,413,451,448
562341,1000000,749894,0.0861948,0.0758901,0.0737171,0.0717411,0.0861561,0.0724023,0.103842,0.0761082,0.0741019,0.0593039,0.10675,0.0785596,0.0714058,0.0739329,0.0736532,0.0711631,0.0825343,299,288,295,320,288,323,240,309,284,293,220,310,303,287,297,303,312
