bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.104671,0.0950447,0.100544,0.106109,0.0986806,0.096672,0.142117,0.0913439,0.0942766,0.0940567,0.143589,0.0851029,0.094334,0.089278,0.104314,0.0981512,0.0968071,5012,5784,5409,5170,5196,5354,4273,5453,5404,5410,4231,5612,5241,5627,4829,5241,5095
5623,10000,7498.67,0.100002,0.088472,0.0935648,0.0994208,0.0905238,0.0921177,0.129573,0.0874526,0.0928703,0.0902768,0.135328,0.0828981,0.0925534,0.0940453,0.100634,0.0999973,0.0962317,8917,10153,9451,9115,9092,9436,7332,9616,9279,9338,7404,9943,9188,9756,8433,9139,8805
10000,17783,13335.3,0.111113,0.0699849,0.0891029,0.0532767,0.0963432,0.123382,0.132489,0.125842,0.072237,0.126983,0.210453,0.121593,0.0813306,0.0933481,0.0950742,0.138513,0.131537,36,41,39,36,36,38,20,39,38,34,18,40,34,45,27,35,31
17783,31623,23714,0.086634,0.128186,0.0702188,0.0945205,0.0692053,0.116944,0.101659,0.116823,0.0588011,0.0766202,0.128144,0.0597647,0.0606707,0.0876876,0.112645,0.0745926,0.0877469,37,48,42,38,45,40,37,38,40,45,39,45,42,40,40,43,42
31623,56234,42169.7,0.0780183,0.0666285,0.080649,0.0993353,0.056466,0.0630481,0.118147,0.0792684,0.100091,0.0798895,0.138868,0.0920773,0.0740921,0.063383,0.0924586,0.0856283,0.0733347,82,87,87,88,78,83,72,91,87,85,71,88,86,90,81,80,82
56234,100000,74989.3,0.0683594,0.0581716,0.0901129,0.0938285,0.0699234,0.0683365,0.104553,0.0734701,0.0715744,0.0847009,0.157769,0.0736474,0.079958,0.0935168,0.0662753,0.0809581,0.0887456,134,152,145,135,140,147,110,142,139,139,107,151,142,143,125,144,135
100000,177828,133352,0.0730859,0.0860515,0.0815709,0.0826758,0.0950237,0.0990897,0.111515,0.0718096,0.084444,0.0731832,0.117967,0.0782545,0.0927845,0.0798603,0.0890968,0.0909001,0.0925415,225,257,234,233,231,234,191,243,238,240,188,250,233,260,214,235,225
177828,316228,237137,0.0778262,0.0811813,0.073622,0.0755673,0.0769467,0.0905909,0.107448,0.070269,0.0731568,0.0730174,0.0967121,0.075653,0.0866188,0.0823433,0.0828418,0.087249,0.0863364,352,405,379,367,355,365,295,375,371,370,295,396,363,392,333,371,350
316228,562341,421697,0.0828138,0.0860369,0.0821732,0.0813637,0.0748076,0.0750845,0.118503,0.0761133,0.077285,0.0761512,0.100684,0.0768383,0.089718,0.0727373,0.0776216,0.0876904,0.0806848,474,540,497,480,483,488,388,499,489,483,386,517,483,515,436,486,472
562341,1000000,749894,0.0612332,0.0712188,0.081953,0.0753571,0.085602,0.0810019,0.101679,0.0880483,0.0988245,0.0783047,0.112728,0.0969907,0.0802755,0.0840633,0.0826052,0.0839264,0.089392,314,361,348,335,343,317,266,343,310,317,274,344,330,346,285,318,316
