bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
1,2,1.41421,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,3,2.44949,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,6,4.24264,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,10,7.74597,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,18,13.4164,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,32,24,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,56,42.332,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,100,74.8331,0.129792,0.116471,0.0898509,0.0822682,0.0934883,0.123291,0.136065,0.167172,0.112118,0.170467,0.181878,0.107272,0.195207,0.15085,0.184124,0.164962,0.160725,6,8,7,6,6,7,6,7,8,9,7,12,7,9,8,9,9
100,178,133.417,0.187392,0.18615,0.172711,0.202796,0.179388,0.172642,0.234694,0.178276,0.166109,0.200636,0.191239,0.188443,0.190181,0.163201,0.185715,0.184999,0.195782,260,281,282,262,276,258,232,257,254,255,210,270,261,293,253,253,244
178,316,237.167,0.193436,0.179248,0.166594,0.166711,0.166575,0.165117,0.215458,0.168397,0.150029,0.172243,0.209287,0.146953,0.188137,0.154054,0.191305,0.158303,0.175461,253,303,292,289,265,267,211,276,288,276,228,291,273,285,250,286,259
316,562,421.417,0.159302,0.153283,0.136936,0.151366,0.136498,0.160234,0.196569,0.135747,0.129468,0.141821,0.175927,0.124582,0.13275,0.151111,0.172767,0.14082,0.141861,472,578,529,505,545,544,439,529,528,546,441,542,525,548,485,524,512
562,1000,749.667,0.135407,0.113202,0.114893,0.114937,0.118692,0.113227,0.161494,0.114111,0.108553,0.116984,0.167798,0.112308,0.118611,0.12043,0.130456,0.116074,0.124461,898,1052,969,938,922,928,764,947,932,946,738,1005,951,1001,855,936,858
1000,1778,1333.42,0.12071,0.104353,0.103296,0.112257,0.107374,0.110222,0.151436,0.100459,0.112761,0.110132,0.156851,0.106727,0.114166,0.104688,0.122622,0.106364,0.118595,1617,1847,1678,1658,1642,1712,1327,1725,1691,1703,1323,1773,1675,1749,1531,1614,1583
1778,3162,2371.08,0.113228,0.0998018,0.115176,0.109896,0.104537,0.112489,0.149729,0.102473,0.100812,0.104093,0.150964,0.0947547,0.110367,0.101683,0.116245,0.105395,0.106646,2800,3201,3018,2901,2981,2980,2307,3068,2939,3020,2330,3170,2929,3109,2764,2899,2783
