bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.0958492,0.121967,0.0924772,0.102313,0.106803,0.106934,0.131244,0.10757,0.109509,0.121959,0.134944,0.100416,0.0998151,0.108607,0.107691,0.112082,0.0984069,4368,3592,4376,4063,4003,4210,3529,3792,4016,3623,3250,4024,4156,4047,3986,3700,4382
5623,10000,7498.67,0.0921977,0.113156,0.0852899,0.0978773,0.100495,0.0926016,0.124534,0.100681,0.102032,0.111292,0.131574,0.0907414,0.0902712,0.0989906,0.0999297,0.105574,0.0910871,7693,6429,7856,7240,7157,7520,6240,6792,6965,6445,5999,7242,7351,7180,7141,6632,7760
10000,17783,13335.3,0.0758987,0.150826,0.0530489,0.0611275,0.118898,0.0706707,0.113522,0.143053,0.08304,0.0657365,0.0874876,0.0849894,0.105741,0.156618,0.0840889,0.101889,0.0441391,23,11,25,14,18,19,11,13,18,11,8,19,17,16,18,10,24
17783,31623,23714,0.10308,0.108094,0.0556299,0.0593577,0.104036,0.0932798,0.149696,0.0900006,0.132501,0.116954,0.11244,0.0712666,0.0847141,0.100936,0.0985286,0.114801,0.105332,34,38,30,40,37,36,39,38,36,39,40,34,40,40,34,41,36
31623,56234,42169.7,0.097933,0.117997,0.0661204,0.0663293,0.0664268,0.0935052,0.0945469,0.0965264,0.0882928,0.113479,0.190744,0.0891853,0.104243,0.0839122,0.0889418,0.120715,0.0775045,76,53,82,63,70,72,50,61,63,55,46,71,66,68,66,59,76
56234,100000,74989.3,0.101297,0.0912188,0.0810744,0.087312,0.0759707,0.0783154,0.101511,0.0860266,0.0783547,0.113304,0.113583,0.0779327,0.0715217,0.101581,0.0950742,0.0941692,0.102131,115,99,114,116,105,114,96,108,111,105,91,106,118,106,108,104,113
100000,177828,133352,0.0722538,0.0849795,0.0732133,0.0792081,0.0715726,0.0613042,0.108267,0.0864483,0.0825857,0.0994755,0.127776,0.0713899,0.0909952,0.0818651,0.101006,0.0753125,0.0750719,192,161,192,173,174,180,160,169,176,157,147,178,184,175,174,160,200
177828,316228,237137,0.0792959,0.0887288,0.0824098,0.0647012,0.069722,0.0840356,0.108278,0.0919763,0.0921404,0.0907834,0.124096,0.0790327,0.0758888,0.0818709,0.0837067,0.0984369,0.0849654,302,253,307,282,282,293,244,268,271,249,233,282,285,279,281,267,310
316228,562341,421697,0.0689319,0.109154,0.075829,0.0777407,0.0900809,0.0896125,0.10813,0.0920873,0.0689329,0.0906632,0.118866,0.0751007,0.0787667,0.0815079,0.0868881,0.0807545,0.0786313,401,331,402,367,372,389,327,357,373,331,308,366,388,369,371,343,406
562341,1000000,749894,0.0657401,0.0862335,0.0803327,0.0788493,0.0786665,0.0707244,0.113285,0.072687,0.0863318,0.0850702,0.119772,0.0756722,0.0827457,0.0833604,0.0896861,0.0834169,0.0890847,289,230,280,271,269,275,250,261,280,230,209,271,281,274,274,242,268
