bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
1778,3162,2371.08,0.0862918,0.086634,0.0815667,0.0848369,0.0858582,0.093046,0.115157,0.0866838,0.0873687,0.084394,0.136143,0.0847344,0.0856767,0.0852959,0.0899228,0.086379,0.090473,3162,3155,3244,3110,3154,3076,2660,3242,3036,3127,2326,3145,2905,3116,3137,3298,3133
3162,5623,4216.62,0.0845537,0.0833149,0.0828614,0.080442,0.0833232,0.0890918,0.114209,0.0812943,0.0808212,0.0839374,0.133313,0.0882008,0.0889249,0.0893917,0.0866175,0.0841081,0.0901488,5524,5423,5479,5444,5353,5258,4540,5579,5283,5516,4002,5336,5040,5309,5201,5626,5410
5623,10000,7498.67,0.0804337,0.0814722,0.080035,0.0759978,0.0857664,0.0892313,0.113786,0.085413,0.0801361,0.0823419,0.130016,0.0819702,0.0862607,0.0858527,0.0838868,0.0821055,0.0911096,9870,9597,9846,9577,9705,9356,8019,10064,9494,9794,7084,9541,9083,9469,9318,10132,9627
10000,17783,13335.3,0.0588066,0.0466479,0.069139,0.057126,0.110232,0.103594,0.158942,0.078646,0.102215,0.0428622,0.0594201,0.0702053,0.159269,0.0679971,0.0651381,0.0729974,0.12388,43,42,42,42,41,39,27,44,37,38,17,40,35,41,36,50,39
17783,31623,23714,0.0782177,0.0994153,0.114436,0.0611176,0.06251,0.0722825,0.0826203,0.0704398,0.087963,0.0720849,0.164481,0.0601369,0.098103,0.0925679,0.107019,0.0400873,0.0858056,41,35,43,38,40,39,32,45,44,45,37,39,38,36,42,39,43
31623,56234,42169.7,0.0905164,0.0756585,0.0823896,0.0834774,0.0901105,0.0739957,0.0805655,0.0812108,0.0531836,0.0776239,0.101614,0.104319,0.0848435,0.0878232,0.0745633,0.0938253,0.0848108,91,97,91,91,90,88,84,88,90,89,68,92,88,94,92,90,91
56234,100000,74989.3,0.0654589,0.0779927,0.0810947,0.0718228,0.066495,0.0734993,0.099834,0.0764445,0.0693562,0.083749,0.0986507,0.0649346,0.0552166,0.0704814,0.0832322,0.0942295,0.0888669,148,138,146,144,144,130,120,150,137,150,109,136,127,140,133,160,140
100000,177828,133352,0.0856461,0.0947715,0.0833333,0.0866648,0.0820512,0.0826937,0.116223,0.0708404,0.0825539,0.080112,0.117648,0.0730562,0.0968301,0.0826124,0.0781025,0.0898842,0.0868139,245,239,246,235,244,238,201,255,237,247,180,243,226,240,248,255,244
177828,316228,237137,0.0738435,0.0862868,0.0779661,0.0770399,0.0753412,0.0884848,0.0884669,0.0789543,0.0758908,0.076292,0.13661,0.0740255,0.0753963,0.0674547,0.0848165,0.0809175,0.084194,382,382,387,379,378,363,315,386,368,380,284,368,355,370,370,397,374
316228,562341,421697,0.0794579,0.0756591,0.0810466,0.0689732,0.0801746,0.079849,0.127497,0.0802091,0.0785288,0.0761204,0.112272,0.0678717,0.0738701,0.0839896,0.075605,0.0655776,0.0827095,526,493,519,499,498,486,416,516,499,520,375,495,470,487,501,525,509
562341,1000000,749894,0.0887637,0.0844202,0.0873167,0.0769199,0.0659413,0.0734408,0.108849,0.07356,0.077046,0.0787825,0.10151,0.070804,0.0869532,0.0695841,0.0849856,0.0795609,0.0939505,356,346,358,344,337,330,292,349,361,362,258,359,315,365,349,377,332
