bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
1778,3162,2371.08,0.0889333,0.0876319,0.0934338,0.0892713,0.0841494,0.0839584,0.120527,0.0856739,0.0890618,0.085751,0.124951,0.0892555,0.0832434,0.0874443,0.0898634,0.0886576,0.0876898,3525,3436,3266,3271,3392,3388,2555,3485,3319,3176,2442,3270,3314,3300,3267,3547,3301
3162,5623,4216.62,0.0792773,0.0821564,0.0816979,0.0828619,0.0823162,0.0859548,0.113452,0.0783691,0.0812586,0.0820385,0.11891,0.0830718,0.0749516,0.0874812,0.0851357,0.0802335,0.0869073,6274,6044,5843,5883,5996,6186,4513,6284,5866,5593,4268,5817,6025,6015,5807,6303,5884
5623,10000,7498.67,0.0808902,0.0810648,0.0819045,0.0787158,0.0803004,0.0834425,0.114556,0.0797321,0.0813449,0.0819817,0.110897,0.0828212,0.074361,0.084516,0.0821337,0.0784589,0.0804614,11181,10645,10287,10419,10791,10797,8173,11088,10243,9895,7692,10271,10485,10621,10178,10968,10392
10000,17783,13335.3,0.0695763,0.0558151,0.060488,0.0742046,0.0635783,0.0765945,0.152166,0.0580025,0.0481619,0.0948353,0.175824,0.0866807,0.103131,0.0579646,0.0625507,0.0449002,0.0596838,53,48,42,44,46,48,29,49,42,41,21,43,44,46,43,47,44
17783,31623,23714,0.0624027,0.0744579,0.0878197,0.102151,0.0768939,0.080376,0.104414,0.0757098,0.0822845,0.0628426,0.10657,0.0718421,0.0794509,0.139362,0.0702237,0.0730059,0.0957827,47,45,43,44,45,50,32,50,41,45,39,44,53,48,40,51,41
31623,56234,42169.7,0.0883062,0.0864525,0.104828,0.0862228,0.0823656,0.0716294,0.108162,0.0676861,0.0689174,0.0951995,0.137731,0.0619767,0.0742042,0.105674,0.0871798,0.0821055,0.0984294,96,90,93,91,92,92,75,93,95,87,72,93,84,94,98,91,92
56234,100000,74989.3,0.0721771,0.0991145,0.0710023,0.0827991,0.0749832,0.0824001,0.108994,0.0793501,0.08159,0.0735835,0.133109,0.0700557,0.0793756,0.0651537,0.078526,0.0939368,0.0930548,171,161,160,154,162,165,122,167,151,146,117,161,161,157,147,167,156
100000,177828,133352,0.0848763,0.0734444,0.0896011,0.0696533,0.0732655,0.0820307,0.0951591,0.0717453,0.0815378,0.0923167,0.135704,0.076708,0.0732458,0.0661633,0.0637089,0.078042,0.0950001,276,264,249,257,263,264,196,275,256,245,189,248,261,258,252,268,253
177828,316228,237137,0.0739311,0.0692793,0.0880837,0.0790828,0.0780043,0.0755856,0.110767,0.0716535,0.070175,0.0932042,0.124221,0.0787048,0.0921747,0.084195,0.0889695,0.0682134,0.0829732,427,399,401,400,411,420,303,430,394,381,297,391,405,401,398,413,403
316228,562341,421697,0.0750431,0.0810993,0.0754597,0.0772287,0.0812806,0.0800062,0.101047,0.0832159,0.0766773,0.0788517,0.0906671,0.0768647,0.0762433,0.0657604,0.0722067,0.0780474,0.0734579,574,538,522,529,543,561,413,573,527,508,401,522,547,536,529,560,523
562341,1000000,749894,0.0780634,0.0696173,0.0742768,0.0667556,0.0763377,0.0848325,0.109693,0.0806494,0.0725791,0.0785034,0.108051,0.0721884,0.0767623,0.0775659,0.0715421,0.0713512,0.0677969,437,408,381,371,389,416,315,442,383,377,295,391,399,413,382,417,378
