bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.091101,0.0920684,0.0930145,0.0963715,0.0941622,0.106128,0.132803,0.0923579,0.0936565,0.0875788,0.12084,0.0968083,0.0895488,0.089592,0.0907988,0.0883041,0.0924372,4928,4946,5180,4795,5026,4739,3743,5046,4951,5003,4188,4859,5001,4724,5090,5183,5139
5623,10000,7498.67,0.0883117,0.0868985,0.0836023,0.0911778,0.0923502,0.103449,0.132605,0.0905353,0.0896092,0.085905,0.118539,0.0933442,0.0857917,0.0881805,0.0922162,0.0848701,0.0912173,8568,8807,8982,8553,8744,8135,6739,8938,8511,8721,7424,8506,8844,8358,8807,9140,8979
10000,17783,13335.3,0.0757809,0.094038,0.105621,0.0508031,0.0732472,0.131357,0.172538,0.0636923,0.0990106,0.0623414,0.0857151,0.0618291,0.0728472,0.106742,0.0584056,0.0850024,0.131116,30,33,31,24,28,27,15,31,29,32,14,24,31,25,30,30,33
17783,31623,23714,0.0565223,0.101672,0.0928996,0.0516592,0.0881603,0.0755995,0.136593,0.124319,0.0763056,0.0739972,0.112272,0.097554,0.0986095,0.0839479,0.0741407,0.064135,0.0658227,38,35,38,42,35,36,35,40,39,36,39,44,35,36,39,41,37
31623,56234,42169.7,0.0790597,0.0799392,0.0964075,0.101575,0.0879217,0.0888979,0.143092,0.0854459,0.0905409,0.0624434,0.126972,0.0678441,0.0728228,0.137033,0.0983965,0.0767941,0.0691733,82,88,94,84,91,79,63,89,80,86,72,78,92,85,85,90,85
56234,100000,74989.3,0.0738255,0.0916933,0.0923065,0.0949619,0.0836465,0.0911034,0.166585,0.0711415,0.0650865,0.0684678,0.109958,0.0846879,0.102211,0.0963024,0.0829618,0.102139,0.0614266,130,133,125,122,124,122,97,132,128,127,111,125,128,122,137,130,134
100000,177828,133352,0.0665581,0.0657352,0.0953435,0.0823293,0.0793265,0.0708564,0.11884,0.0916972,0.0783425,0.086715,0.111808,0.0703514,0.0875839,0.077041,0.0814589,0.0649376,0.0723413,217,223,226,215,215,206,168,226,220,221,180,215,228,210,224,229,218
177828,316228,237137,0.0885817,0.0904513,0.0758658,0.0849444,0.0785801,0.0778774,0.140144,0.0878234,0.0875548,0.0777272,0.10555,0.0846752,0.0748946,0.0580384,0.084204,0.076185,0.0804624,342,357,355,339,340,312,252,363,340,352,295,334,351,336,357,361,362
316228,562341,421697,0.0746306,0.0787309,0.0783492,0.0736397,0.0660189,0.080014,0.115217,0.0854407,0.0712276,0.0809763,0.0964905,0.0675041,0.0700164,0.0742425,0.0813684,0.0694604,0.0849985,456,466,461,441,449,428,350,466,452,451,396,437,458,429,468,466,467
562341,1000000,749894,0.081481,0.0699787,0.0777404,0.0733087,0.0774355,0.0810947,0.110066,0.0744604,0.0797234,0.0831891,0.106282,0.075878,0.0789746,0.0758342,0.087711,0.0845405,0.078525,301,319,323,273,314,275,245,306,308,291,271,283,330,297,313,306,317
