bin_lo,bin_hi,bin_mid,r2_0,r2_1,r2_2,r2_3,r2_4,r2_5,r2_6,r2_7,r2_8,r2_9,r2_10,r2_11,r2_12,r2_13,r2_14,r2_15,r2_16,n_0,n_1,n_2,n_3,n_4,n_5,n_6,n_7,n_8,n_9,n_10,n_11,n_12,n_13,n_14,n_15,n_16
3162,5623,4216.62,0.104265,0.103394,0.12844,0.102419,0.10465,0.0937058,0.126661,0.104466,0.0966606,0.1066,0.133472,0.0874987,0.0938253,0.112826,0.0925729,0.107057,0.102871,3866,3724,3384,3713,3989,4032,3236,3923,3976,3911,3378,4066,4106,3868,4083,3683,3976
5623,10000,7498.67,0.10178,0.101634,0.121544,0.0946945,0.0981542,0.0910281,0.121553,0.093404,0.0926646,0.102925,0.125584,0.0853097,0.0915906,0.103499,0.0843357,0.103728,0.0956414,6847,6544,5987,6723,6960,7060,5709,6869,6914,6843,5839,7064,7418,6845,7186,6432,6967
10000,17783,13335.3,0.0785791,0.0938749,0.155017,0.105408,0.0852545,0.109327,0.12614,0.0768942,0.0667366,0.0933291,0.117835,0.0429595,0.119361,0.0787835,0.0493698,0.0922281,0.068825,17,10,10,14,18,21,8,15,14,14,8,16,22,15,18,14,20
17783,31623,23714,0.0623041,0.0779864,0.0662284,0.058427,0.0639363,0.0615781,0.137306,0.0857312,0.118369,0.0939402,0.0865648,0.0454223,0.0388414,0.0869713,0.118224,0.0885947,0.104997,37,40,38,36,36,34,37,39,38,38,39,38,35,40,36,35,36
31623,56234,42169.7,0.082193,0.0968438,0.100251,0.0992904,0.0859933,0.0655737,0.133146,0.0860433,0.0703996,0.0612122,0.0766586,0.0722893,0.0845782,0.0804529,0.0852736,0.0758641,0.0536135,62,53,52,58,63,61,49,64,59,62,52,66,65,60,68,59,63
56234,100000,74989.3,0.05622,0.0802863,0.128219,0.0631272,0.069844,0.101234,0.102599,0.0680817,0.0700616,0.087129,0.111464,0.078967,0.0746329,0.11648,0.0854403,0.111698,0.0820591,105,111,94,106,111,113,83,106,106,102,89,110,117,104,108,101,105
100000,177828,133352,0.0934354,0.0789438,0.121702,0.0888637,0.0790652,0.0964639,0.121998,0.0881588,0.0781578,0.0795907,0.0963635,0.0786359,0.0764772,0.0927108,0.0740021,0.0976722,0.084451,174,165,154,163,183,178,144,168,179,180,151,184,186,182,178,164,177
177828,316228,237137,0.0791956,0.0788222,0.113041,0.0903327,0.0967687,0.0743156,0.126875,0.0672693,0.0797562,0.0941545,0.121764,0.0789218,0.0861293,0.0724139,0.0747502,0.0885903,0.0831459,269,258,237,264,282,275,225,275,274,269,232,278,294,268,287,266,273
316228,562341,421697,0.0912548,0.076768,0.115626,0.076286,0.0897539,0.0913765,0.111813,0.0700406,0.0818289,0.0855038,0.100278,0.0786716,0.0675884,0.0789843,0.0931309,0.0904389,0.0800324,351,337,318,344,367,367,288,357,354,356,305,376,381,354,369,341,348
562341,1000000,749894,0.0742154,0.084266,0.105741,0.0825737,0.0734904,0.0804975,0.118285,0.0804479,0.0777169,0.0941788,0.0925591,0.0674138,0.0730562,0.0954354,0.0777624,0.109546,0.0962825,261,251,226,241,267,278,201,252,252,254,205,259,279,253,262,245,254
